pmid,paragraph,abstract,label,registry,trn
32969758,1,"To evaluate safety, dose response, and preliminary efficacy of reldesemtiv over 12 weeks in patients with amyotrophic lateral sclerosis (ALS). Methods: Patients (≤2 years since diagnosis) with slow upright vital capacity (SVC) of ≥60% were randomized 1:1:1:1 to reldesemtiv 150, 300, or 450 mg twice daily (bid) or placebo; active treatment was 12 weeks with 4-week follow-up. Primary endpoint was change in percent predicted SVC at 12 weeks; secondary measures included ALS Functional Rating Scale-Revised (ALSFRS-R) and muscle strength mega-score. Results: Patients (N = 458) were enrolled; 85% completed 12-week treatment. The primary analysis failed to reach statistical significance (p = 0.11); secondary endpoints showed no statistically significant effects (ALSFRS-R, p = 0.09; muscle strength mega-score, p = 0.31). Post hoc analyses pooling all active reldesemtiv-treated patients compared against placebo showed trends toward benefit in all endpoints (progression rate for SVC, ALSFRS-R, and muscle strength mega-score (nominal p values of 0.10, 0.01 and 0.20 respectively)). Reldesemtiv was well tolerated, with nausea and fatigue being the most common side effects. A dose-dependent decrease in estimated glomerular filtration rate was noted, and transaminase elevations were seen in approximately 5% of patients. Both hepatic and renal abnormalities trended toward resolution after study drug discontinuation. Conclusions: Although the primary efficacy analysis did not demonstrate statistical significance, there were trends favoring reldesemtiv for all three endpoints, with effect sizes generally regarded as clinically important. Tolerability was good; modest hepatic and renal abnormalities were reversible. The impact of reldesemtiv on patients with ALS should be assessed in a pivotal Phase 3 trial. (ClinicalTrials.gov Identifier: NCT03160898).",OBJECTIVE,ClinicalTrials.gov,NCT03160898
32970363,1,"Biallelic PRKN mutation carriers with Parkinson's disease (PD) typically have an earlier disease onset, slow disease progression, and, often, different neuropathology compared to sporadic PD patients. However, the role of heterozygous PRKN variants in the risk of PD is controversial.",BACKGROUND,NA,NA
32970363,2,"Our aim was to examine the association between heterozygous PRKN variants, including single-nucleotide variants and copy-number variations (CNVs), and PD.",OBJECTIVES,NA,NA
32970363,3,"We fully sequenced PRKN in 2809 PD patients and 3629 healthy controls, including 1965 late-onset (63.97 ± 7.79 years, 63% men) and 553 early-onset PD patients (43.33 ± 6.59 years, 68% men). PRKN was sequenced using targeted next-generation sequencing with molecular inversion probes. CNVs were identified using a combination of multiplex ligation-dependent probe amplification and ExomeDepth. To examine whether rare heterozygous single-nucleotide variants and CNVs in PRKN are associated with PD risk and onset, we used optimized sequence kernel association tests and regression models.",METHODS,NA,NA
32970363,4,"We did not find any associations between all types of PRKN variants and risk of PD. Pathogenic and likely-pathogenic heterozygous single-nucleotide variants and CNVs were less common among PD patients (1.52%) than among controls (1.8%, false discovery rate-corrected P = 0.55). No associations with age at onset and in stratified analyses were found.",RESULTS,NA,NA
32970363,5,"Heterozygous single-nucleotide variants and CNVs in PRKN are not associated with PD. Molecular inversion probes allow for rapid and cost-effective detection of all types of PRKN variants, which may be useful for pretrial screening and for clinical and basic science studies targeting specifically PRKN patients. © 2020 International Parkinson and Movement Disorder Society.",CONCLUSIONS,NA,NA
32987321,1,"We conducted a systematic review with meta-analysis to determine the evidence in support of exercise to improve sleep quality assessed subjectively and objectively in Parkinson's Disease (PD). Standardized mean differences (SMD) comparing the effects of exercise and control interventions on sleep quality with 95% confidence intervals (CI) were calculated. Data from 10 randomized and 2 non-randomized controlled trials, including a total of 690 persons with PD were included. Exercise had a significant positive effect on sleep quality assessed subjectively (SMD = 0.53; 95% CI = 0.16-0.90; p = 0.005). However, the methodological quality of the studies showing positive effects on sleep quality was significantly poorer than the studies showing no effects. Only one study assessed the impact of exercise on objective sleep quality, showing improvements in sleep efficiency assessed with polysomnography (SMD = 0.94; 95% CI = 0.38-1.50; p = 0.001). Exercise performed at moderate to maximal intensities (SMD = 0.46; 95% CI = 0.05-0.87; p = 0.03) had significant effects on subjective sleep quality. In contrast, exercise performed at mild to moderate intensities showed non-significant effects (SMD = 0.76; 95% CI = -0.24-1.76; p = 0.14). These results support the use of exercise to improve sleep quality in persons with PD and reinforce the importance of achieving vigorous exercise intensities. Biases, limitations, practice points and directions for future research are discussed.",NA,NA,NA
33001463,1,There is only partial overlap in the genetic background of isolated rapid-eye-movement sleep behavior disorder (iRBD) and Parkinson's disease (PD).,BACKGROUND,NA,NA
33001463,2,To examine the role of autosomal dominant and recessive PD or atypical parkinsonism genes in the risk of iRBD.,OBJECTIVE,NA,NA
33001463,3,"Ten genes, comprising the recessive genes PRKN, DJ-1 (PARK7), PINK1, VPS13C, ATP13A2, FBXO7, and PLA2G6 and the dominant genes LRRK2, GCH1, and VPS35, were fully sequenced in 1039 iRBD patients and 1852 controls of European ancestry, followed by association tests.",METHODS,NA,NA
33001463,4,"We found no association between rare heterozygous variants in the tested genes and risk of iRBD. Several homozygous and compound heterozygous carriers were identified, yet there was no overrepresentation in iRBD patients versus controls.",RESULTS,NA,NA
